age,date,gender,country,selfemployed,familyhistory,treatment,workinterfere,remotework,techcompany,benefits,careoptions,wellnessprogram,seekhelp,anonymity,leave,mentalhealthconsequence,physhealthconsequence,coworkers,supervisor,mentalhealthinterview,physhealthinterview,mentalvsphysical,obsconsequence
43,2015,Male,United States,No,No,No,No,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
46,2015,Male,United States,No,No,Yes,Rarely,Yes,Yes,Yes,Unsure,Yes,Yes,Yes,Unsure,No,No,Some of them,Yes,No,Maybe,Yes,No
38,2015,Female,United States,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,No,No,No,Yes
33,2015,Male,Germany,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some,No,Maybe,No,No
34,2015,Male,United Kingdom,No,Yes,Yes,Often,No,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,No,No
62,2015,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,Unsure,Yes,Unsure,Unsure,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No
23,2015,Female,United States,No,No,No,No,No,No,Unsure,Unsure,Unsure,Unsure,Yes,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
35,2015,Male,United States,No,No,No,No,No,No,No,No,No,No,Unsure,Unsure,Maybe,Maybe,No,No,No,No,No,No
25,2015,Male,Bosnia and Herzegovina,No,Yes,No,Rarely,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,Yes,No,No,No,No,Unsure,Yes
36,2015,Male,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,Unsure,Yes,Unsure,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No
41,2015,Female,United States,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some,No,No,Yes,No
24,2015,Male,Austria,Yes,No,No,Sometimes,No,Yes,Yes,Yes,Unsure,Unsure,Yes,Somewhat easy,No,No,Some of them,Some,Maybe,Maybe,Yes,No
51,2015,Male,New Zealand,No,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,No,No,Unsure,Yes
29,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,Some,No,No,Yes,No
31,2015,Female,Canada,Yes,Yes,Yes,Sometimes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Yes,No,No,Yes,No
27,2015,Male,United Kingdom,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,No,No,Some of them,Yes,No,Yes,Unsure,No
31,2015,Male,Australia,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Unsure,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No
27,2015,Female,Hungary,Yes,Yes,No,Sometimes,Yes,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
23,2015,Male,Sweden,No,No,No,Rarely,No,Yes,Unsure,No,No,Unsure,Unsure,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
21,2015,Male,Canada,No,No,No,Never,No,Yes,Unsure,Unsure,Unsure,No,Unsure,Unsure,Yes,Maybe,No,No,No,Maybe,Unsure,No
27,2015,Female,Australia,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,Some,No,No,No,No
39,2015,Male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,No
26,2015,Male,United States,No,Yes,Yes,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,No,No,No,No,No,No,No
27,2015,Male,United Kingdom,No,No,No,Never,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
22,2015,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Unsure,Unsure,Unsure,No,No,Some of them,Some,No,No,No,Yes
26,2015,Female,United States,No,Yes,Yes,Often,No,No,Unsure,No,No,No,Unsure,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No
31,2015,Female,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
32,2015,Male,United Kingdom,No,No,No,Never,No,Yes,Unsure,No,No,No,Unsure,Unsure,No,No,Yes,Yes,Yes,Yes,Yes,No
28,2015,Female,United States,No,Yes,Yes,Often,Yes,Yes,Yes,No,No,Unsure,Unsure,Unsure,Yes,Yes,Some of them,Some,No,No,No,Yes
28,2015,Other,United Kingdom,No,Yes,Yes,Rarely,No,Yes,No,Unsure,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,Some,Yes,No,No,Yes
23,2015,Female,United Kingdom,No,No,No,No,No,Yes,Unsure,Unsure,No,No,Unsure,Very easy,Maybe,No,No,Some,No,Yes,Yes,No
30,2015,Male,United Kingdom,No,No,No,Never,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
36,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Unsure,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,No
21,2015,Male,United States,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,No,No,Some of them,Yes,No,Maybe,Yes,No
30,2015,Male,Germany,No,No,No,Often,No,Yes,No,No,Unsure,No,Unsure,Somewhat easy,Maybe,No,Some of them,Some,Maybe,Yes,Unsure,No
25,2015,Female,United States,No,Yes,No,No,No,No,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,No
32,2015,Male,New Zealand,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Very easy,No,No,Some of them,Yes,Maybe,Yes,Unsure,No
29,2015,Female,Canada,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Yes,No
21,2015,Other,United Kingdom,No,No,Yes,Sometimes,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some,No,No,Yes,No
27,2015,Female,New Zealand,No,Yes,Yes,Rarely,Yes,Yes,No,No,No,No,Unsure,Somewhat easy,Maybe,Maybe,Some of them,Some,No,Yes,Unsure,No
32,2015,Female,Canada,No,No,Yes,Often,No,No,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Unsure,No
34,2015,Male,Australia,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
33,2015,Male,United States,No,No,No,No,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,Yes,No,Some of them,No,No,Maybe,Unsure,No
22,2015,Male,Netherlands,No,Yes,Yes,Sometimes,Yes,Yes,No,Unsure,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
24,2015,Male,United States,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Yes,No
65,2015,Male,United States,Yes,No,No,No,Yes,No,No,No,No,No,Unsure,Very easy,Maybe,No,Some of them,No,No,No,Yes,No
27,2015,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Some of them,No,No,No,Yes,No
33,2015,Male,Australia,No,No,No,Never,No,Yes,Unsure,Unsure,Unsure,Unsure,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
36,2015,Male,United States,No,No,Yes,Rarely,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,No,No,Some of them,Some,No,No,Unsure,No
40,2015,Male,Canada,No,No,No,Never,No,Yes,No,No,No,No,Unsure,Somewhat difficult,No,No,Some of them,Some,No,No,No,No
28,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,No,No
39,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Unsure,Yes,Unsure,Yes,Unsure,Yes,Maybe,Yes,Yes,No,Maybe,Unsure,No
32,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Unsure,Somewhat easy,No,No,Yes,Some,Maybe,Yes,Unsure,No
31,2015,Male,United States,No,Yes,No,Sometimes,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Somewhat easy,Maybe,No,No,Some,No,Yes,No,No
38,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,No,No,No,Unsure,No
23,2015,Male,United States,No,Yes,Yes,Rarely,No,Yes,No,Yes,No,No,Unsure,Unsure,Maybe,No,Some of them,Yes,No,No,Yes,No
42,2015,Male,United States,No,No,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Unsure,No
27,2015,Female,United States,No,No,No,Sometimes,No,Yes,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,No,No,Some of them,Yes,No,No,Yes,No
26,2015,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes
50,2015,Male,United States,No,No,No,Never,Yes,Yes,No,Yes,No,No,Unsure,Unsure,No,No,No,No,No,Maybe,No,No
37,2015,Male,United States,No,Yes,No,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
23,2015,Male,United States,No,No,No,No,No,Yes,Unsure,No,Unsure,No,Unsure,Unsure,No,No,Yes,Yes,No,Maybe,Unsure,No
33,2015,Male,United States,No,Yes,No,Sometimes,Yes,Yes,Unsure,Unsure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
29,2015,Male,Canada,Yes,No,No,Never,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Yes,No,No
34,2015,Male,United States,No,Yes,Yes,Sometimes,Yes,No,Yes,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,No
41,2015,Male,United States,No,Yes,Yes,Often,No,Yes,Yes,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,Yes
50,2015,Male,United States,No,Yes,No,No,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
29,2015,Male,Canada,No,No,Yes,Never,No,No,Yes,Unsure,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,Unsure,Yes
35,2015,Male,United States,No,No,No,Never,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
27,2015,Male,Singapore,No,No,No,Sometimes,Yes,Yes,No,No,No,No,Yes,Unsure,Yes,No,Some of them,Yes,No,No,No,No
40,2015,Female,United States,No,No,No,Never,No,No,Unsure,Unsure,No,No,Unsure,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Unsure,No
27,2015,Male,Australia,No,No,Yes,Often,Yes,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,No,Yes
29,2015,Female,United States,No,No,No,Never,No,Yes,Yes,Yes,Yes,No,Yes,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,Yes
31,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Unsure,No
43,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,No,Yes,No,No,Unsure,Somewhat easy,No,No,Yes,Yes,No,Maybe,Unsure,No
34,2015,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,Yes,Unsure,Yes
29,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,No,No,No,Somewhat difficult,Yes,No,Some of them,Some,No,Maybe,Unsure,No
19,2015,Male,Canada,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,No,No,Maybe,Unsure,No
41,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Unsure,Yes,Yes,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,No,No
29,2015,Male,United States,No,Yes,No,Never,No,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,No,No,Some of them,Yes,No,Maybe,Yes,No
23,2015,Male,United States,No,No,No,Rarely,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Some,No,No,Yes,No
24,2015,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Unsure,No,No,Unsure,Somewhat difficult,Yes,Maybe,No,No,No,No,No,Yes
31,2015,Male,United States,No,No,No,No,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Yes,No,No,No,No,Maybe,Unsure,No
43,2015,Male,United States,No,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Yes,Yes,No,No,Yes,No
31,2015,Male,United States,No,Yes,Yes,Rarely,No,Yes,No,No,No,Unsure,Unsure,Somewhat difficult,Yes,Yes,Some of them,No,No,No,No,Yes
29,2016,Male,United States,No,Yes,No,Often,No,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
35,2016,Male,United States,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Unsure,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
33,2016,Male,United States,No,Yes,Yes,Sometimes,No,No,Yes,Unsure,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,No,No
30,2016,Female,United States,Yes,Yes,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No
27,2016,Male,United States,No,No,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Yes,Unsure,Maybe,Maybe,No,No,No,Maybe,No,No
32,2016,Male,United States,No,No,No,Sometimes,No,Yes,No,Yes,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,No,No
50,2016,Male,United States,No,No,No,Sometimes,Yes,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Yes,Maybe,Some of them,Some,No,Maybe,Unsure,No
24,2016,Male,United States,No,No,No,Never,No,No,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,Yes,Some of them,No,No,Maybe,No,No
27,2016,Male,United States,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,No,No,Yes,Yes,No,Maybe,Yes,No
27,2016,Male,Australia,No,No,No,Never,Yes,Yes,No,No,No,No,Unsure,Unsure,Yes,No,No,No,No,Maybe,Unsure,No
32,2016,Male,United States,No,No,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
42,2016,Male,United States,Yes,No,No,Rarely,Yes,No,No,Yes,No,No,Unsure,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
37,2016,Male,United States,No,No,No,Often,No,No,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,No,No,No
30,2016,Male,Singapore,No,No,No,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat easy,Maybe,No,Some of them,No,No,Yes,No,Yes
29,2016,Male,United States,No,No,No,Rarely,No,Yes,Yes,No,No,No,Unsure,Very easy,Yes,Maybe,Some of them,No,No,No,Unsure,No
30,2016,Male,United States,Yes,No,Yes,Often,Yes,Yes,No,Unsure,No,Yes,Unsure,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
35,2016,Male,United States,No,No,No,Never,No,Yes,Yes,No,Yes,Unsure,Unsure,Unsure,No,No,Some of them,Some,Maybe,Maybe,Yes,No
35,2016,Male,United States,No,Yes,Yes,Rarely,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No
38,2016,Male,Netherlands,No,Yes,No,Often,Yes,Yes,No,Unsure,No,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Some,Maybe,Maybe,Unsure,No
22,2016,Male,United Kingdom,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
24,2016,Male,Germany,No,Yes,No,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Somewhat easy,No,No,Some of them,Some,No,Maybe,Unsure,No
22,2016,Male,Netherlands,Yes,No,No,Never,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,No,Maybe,Some of them,Yes,Maybe,Yes,No,Yes
31,2016,Female,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Unsure,Very easy,Maybe,No,Some of them,Some,No,Yes,Unsure,No
23,2016,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,No,Unsure,No
31,2016,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,No,No,Some of them,Some,No,No,Unsure,No
28,2016,Female,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Unsure,Somewhat difficult,Maybe,No,No,Some,No,No,No,No
37,2016,Male,Canada,No,Yes,Yes,Sometimes,No,No,Yes,Yes,No,No,Unsure,Somewhat difficult,Yes,Maybe,Some of them,Some,No,Maybe,No,No
34,2016,Male,United States,Yes,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some,No,No,No,No
32,2016,Male,Canada,No,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
28,2016,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,Yes,No,Some of them,Some,No,No,Unsure,Yes
24,2016,Female,United Kingdom,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,No,Some,No,Maybe,Unsure,No
56,2016,Male,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,No,No,Unsure,Unsure,Yes,Maybe,Some of them,Some,No,No,Unsure,No
31,2016,Male,Germany,No,No,No,Sometimes,Yes,Yes,No,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
34,2016,Female,United States,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Unsure,Unsure,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
35,2016,Male,Germany,No,No,Yes,Rarely,No,No,Unsure,No,Yes,Unsure,Unsure,Very easy,No,No,Some of them,Yes,No,No,Yes,No
28,2016,Male,Germany,No,No,No,Never,No,Yes,No,No,No,No,Unsure,Somewhat easy,No,No,Some of them,Some,Yes,Yes,Unsure,No
36,2016,Male,Poland,Yes,Yes,Yes,Often,No,Yes,No,No,No,No,Unsure,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes
30,2016,Male,United Kingdom,No,No,Yes,Often,No,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
35,2016,Male,United States,Yes,No,No,No,Yes,Yes,Yes,Unsure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
49,2016,Male,Japan,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,Unsure,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes
36,2016,Male,Germany,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
35,2016,Male,Germany,No,No,No,No,No,Yes,No,No,No,No,Unsure,Very easy,Maybe,No,Some of them,Some,No,No,Unsure,No
29,2016,Female,Australia,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,Some,No,No,No,Yes
57,2016,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Unsure,Yes
31,2016,Female,Belgium,No,Yes,Yes,Rarely,No,No,Yes,No,No,No,No,Unsure,Maybe,No,Some of them,No,No,No,Unsure,Yes
37,2016,Male,Ireland,Yes,No,No,Never,No,Yes,No,No,No,No,Unsure,Unsure,Yes,Maybe,No,No,No,Maybe,Unsure,No
25,2016,Male,Ireland,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,No,No
30,2016,Male,Australia,No,No,No,Sometimes,No,Yes,No,No,No,No,Unsure,Very easy,No,No,Some of them,Some,No,No,Unsure,No
26,2016,Female,Australia,No,Yes,No,Sometimes,No,No,No,Yes,Yes,Yes,Unsure,Somewhat easy,No,No,Yes,Yes,No,No,Unsure,No
22,2016,Female,Netherlands,No,No,No,Often,No,Yes,No,No,No,No,Unsure,Unsure,No,No,No,Some,No,Yes,Unsure,No
39,2016,Male,United States,No,No,No,Rarely,Yes,No,Unsure,No,Yes,Yes,Unsure,Unsure,No,No,Some of them,Some,No,Maybe,Unsure,No
29,2016,Male,United Kingdom,No,Yes,Yes,Never,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,Maybe,No,No,No,No,No,No
54,2016,Male,United Kingdom,Yes,Yes,Yes,Sometimes,Yes,Yes,Unsure,Unsure,No,No,Unsure,Very easy,No,No,Some of them,Yes,Yes,Yes,Unsure,Yes
34,2016,Female,Australia,No,Yes,No,Never,No,No,Unsure,No,Yes,Yes,Unsure,Unsure,Yes,Maybe,No,No,No,No,Unsure,Yes
32,2016,Male,United States,No,No,Yes,Never,No,No,Yes,Unsure,Yes,Yes,Unsure,Very easy,Maybe,No,No,No,No,No,Yes,No
25,2016,Male,Nigeria,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,Yes,Yes,No,Yes,Unsure,No
29,2016,Male,Poland,No,No,No,Rarely,No,Yes,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,No
32,2016,Male,Germany,Yes,No,No,Never,Yes,Yes,No,No,No,No,Unsure,Unsure,No,No,Some of them,Yes,No,Maybe,Unsure,No
30,2016,Male,United Kingdom,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Unsure,Yes,Unsure,Maybe,No,Some of them,Yes,No,Yes,Yes,No
31,2016,Male,Germany,No,No,No,No,No,Yes,Unsure,No,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
20,2016,Female,Switzerland,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some,No,Maybe,Yes,No
27,2016,Male,United Kingdom,No,No,No,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
32,2016,Male,United States,No,No,No,Never,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
26,2016,Male,Ireland,Yes,No,No,Never,Yes,Yes,No,No,No,No,Unsure,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No
30,2016,Male,Italy,No,No,No,Sometimes,No,No,Unsure,No,No,No,Yes,Very easy,No,No,Some of them,Some,No,No,Unsure,No
30,2016,Male,Ireland,No,No,Yes,Sometimes,Yes,Yes,No,No,Unsure,No,Unsure,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,No
22,2016,Male,India,Yes,No,No,No,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,Very easy,Maybe,Maybe,Some of them,Some,Maybe,Maybe,Yes,Yes
24,2016,Male,Ireland,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,No,No,No,No,Unsure,No
26,2016,Male,Netherlands,No,No,No,Never,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,Maybe,No,No,No,No,Unsure,No
43,2016,Male,France,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
26,2016,Male,Russia,No,No,No,Never,No,Yes,No,Unsure,No,Unsure,Unsure,Somewhat difficult,No,No,Some of them,No,No,Maybe,Unsure,No
23,2016,Male,United States,No,Yes,No,Sometimes,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,No,No,No,Maybe,Unsure,No
26,2016,Male,Canada,No,No,No,No,Yes,Yes,Yes,Unsure,Unsure,Yes,Unsure,Somewhat easy,No,No,Some of them,Some,No,No,Yes,No
26,2016,Female,Israel,No,Yes,No,Never,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Yes,No
35,2016,Male,Canada,No,Yes,No,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,No,No
28,2016,Male,United States,No,No,Yes,Sometimes,Yes,No,Unsure,Unsure,No,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,Maybe,Unsure,No
22,2016,Male,India,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Unsure,No
29,2016,Female,United States,No,Yes,Yes,Rarely,No,Yes,Unsure,No,No,No,Unsure,Unsure,Yes,No,No,No,No,No,Unsure,No
29,2016,Male,Germany,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
45,2016,Male,United States,No,No,Yes,Often,Yes,Yes,Yes,Unsure,No,Yes,Unsure,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
33,2016,Male,Bulgaria,No,No,Yes,Rarely,Yes,Yes,No,No,No,No,Unsure,Somewhat easy,Maybe,No,Some of them,Some,No,Maybe,Unsure,Yes
38,2016,Male,United States,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
19,2016,Other,United States,No,Yes,Yes,Often,No,No,Unsure,Unsure,No,No,Unsure,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,No
29,2016,Female,Canada,No,No,Yes,Rarely,Yes,No,Yes,Yes,Yes,Unsure,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Unsure,No
21,2016,Female,United Kingdom,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Yes,Maybe,Some of them,No,No,No,Unsure,No
23,2016,Female,India,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Yes,Maybe,No,No,No,No,Unsure,No
33,2016,Female,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
